山东移动,#genre#
湖北卫视FHD,http://117.148.187.37/PLTV/88888888/224/3221226197/index.m3u8
湖北卫视FHD,http://117.148.187.75/PLTV/88888888/224/3221226547/index.m3u8?icpid=88888888&from=0&hms_devid=269,326&online=1545618930
湖南卫视FHD,http://117.148.187.37/PLTV/88888888/224/3221226162/index.m3u8
湖南卫视FHD,http://117.148.187.93/PLTV/88888888/224/3221226553/index.m3u8?icpid=88888888&from=0&hms_devid=269,330&online=1545618929
江苏卫视FHD,http://117.148.187.37/PLTV/88888888/224/3221226140/index.m3u8
江苏卫视FHD,http://117.148.187.101/PLTV/88888888/224/3221226414/index.m3u8?icpid=88888888&from=0&hms_devid=269,329&online=1545618875
江西卫视FHD,http://117.148.187.93/PLTV/88888888/224/3221226557/index.m3u8?icpid=88888888&from=0&hms_devid=269,330&online=1545618929
宁波鄞州2FHD,http://39.134.176.156/PLTV/88888888/224/3221226591/index.m3u8?icpid=88888888&from=0&hms_devid=269,374&online=1545618943
求索记录FHD,http://117.148.187.93/PLTV/88888888/224/3221226610/index.m3u8?icpid=88888888&from=0&hms_devid=269,330&online=1545618948
山东卫视FHD,http://117.148.187.37/PLTV/88888888/224/3221226144/index.m3u8
深圳卫视FHD,http://117.148.187.37/PLTV/88888888/224/3221226203/index.m3u8
天津卫视FHD,http://39.134.176.159/PLTV/88888888/224/3221226182/index.m3u8?icpid=88888888&from=0&hms_devid=269,372&online=1545618714
无台标FHD,http://117.148.187.83/PLTV/88888888/224/3221226695/index.m3u8?icpid=88888888&from=0&hms_devid=269,317&online=1545618987
无台标FHD,http://117.148.187.74/PLTV/88888888/224/3221226698/index.m3u8?icpid=88888888&from=0&hms_devid=269,326&online=1545618987
无台标记录HD,http://117.148.187.104/PLTV/88888888/224/3221226606/index.m3u8?icpid=88888888&from=0&hms_devid=269,314&online=1545618951
无台标记录HD,http://117.148.187.86/PLTV/88888888/224/3221226608/index.m3u8?icpid=88888888&from=0&hms_devid=269,324&online=1545618947
浙江卫视FHD,http://117.148.187.37/PLTV/88888888/224/3221226136/index.m3u8
浙江卫视FHD,http://39.134.176.156/PLTV/88888888/224/3221226551/index.m3u8?icpid=88888888&from=0&hms_devid=269,374&online=1545618928
CCTV-1HD,http://39.134.176.156/PLTV/88888888/224/3221226527/index.m3u8?icpid=88888888&from=0&hms_devid=269,374&online=1545618922
CCTV-1HD,http://117.148.187.113/PLTV/88888888/224/3221226589/index.m3u8?icpid=88888888&from=0&hms_devid=269,307&online=1545618942
CCTV-2HD,http://117.148.187.66/PLTV/88888888/224/3221226468/index.m3u8?icpid=88888888&from=0&hms_devid=269,327&online=1545618898
CCTV-3HD,http://117.148.187.80/PLTV/88888888/224/3221226431/index.m3u8?icpid=88888888&from=0&hms_devid=269,328&online=1545618882
CCTV-4HD,http://117.148.187.80/PLTV/88888888/224/3221226562/index.m3u8?icpid=88888888&from=0&hms_devid=269,328&online=1545618930
CCTV-5+HD,http://117.148.187.37/PLTV/88888888/224/3221226166/index.m3u8
CCTV-5HD,http://117.148.187.37/PLTV/88888888/224/3221226328/index.m3u8
CCTV-6HD,http://117.148.187.88/PLTV/88888888/224/3221226433/index.m3u8?icpid=88888888&from=0&hms_devid=269,325&online=1545618883
CCTV-8HD,http://117.148.187.75/PLTV/88888888/224/3221226330/index.m3u8?icpid=88888888&from=0&hms_devid=269,326&online=1545618827
CCTV-8HD,http://117.148.187.93/PLTV/88888888/224/3221226493/index.m3u8?icpid=88888888&from=0&hms_devid=269,330&online=1545618910
CCTV-10HD,http://39.134.176.156/PLTV/88888888/224/3221226472/index.m3u8?icpid=88888888&from=0&hms_devid=269,374&online=1545618900
CCTV-12HD,http://117.148.187.86/PLTV/88888888/224/3221226563/index.m3u8?icpid=88888888&from=0&hms_devid=269,324&online=1545618934
CCTV-14HD,http://117.148.187.86/PLTV/88888888/224/3221226565/index.m3u8?icpid=88888888&from=0&hms_devid=269,324&online=1545618932
PP体育,http://39.134.176.156/PLTV/88888888/224/3221226429/index.m3u8?icpid=88888888&from=0&hms_devid=269,374&online=1545618882
安徽卫视HD,http://117.148.187.93/PLTV/88888888/224/3221226490/index.m3u8?icpid=88888888&from=0&hms_devid=269,330&online=1545618910
北京卫视HD,http://117.148.187.80/PLTV/88888888/224/3221226583/index.m3u8?icpid=88888888&from=0&hms_devid=269,328&online=1545618941
东方卫视HD,http://117.148.187.80/PLTV/88888888/224/3221226549/index.m3u8?icpid=88888888&from=0&hms_devid=269,328&online=1545618931
凤凰资讯HD,http://117.148.187.100/PLTV/88888888/224/3221226491/index.m3u8?icpid=88888888&from=0&hms_devid=269,329&online=1545618910
广东卫视HD,http://117.148.187.101/PLTV/88888888/224/3221226585/index.m3u8?icpid=88888888&from=0&hms_devid=269,329&online=1545618941
好易购,http://117.148.187.86/PLTV/88888888/224/3221226425/index.m3u8?icpid=88888888&from=0&hms_devid=269,324&online=1545618880
湖北卫视HD,http://117.148.187.88/PLTV/88888888/224/3221226494/index.m3u8?icpid=88888888&from=0&hms_devid=269,325&online=1545618910
湖南卫视HD,http://117.148.187.92/PLTV/88888888/224/3221226569/index.m3u8?icpid=88888888&from=0&hms_devid=269,330&online=1545618932
江苏卫视HD,http://39.134.176.156/PLTV/88888888/224/3221226567/index.m3u8?icpid=88888888&from=0&hms_devid=269,374&online=1545618932
江西卫视HD,http://117.148.187.37/PLTV/88888888/224/3221226128/index.m3u8
辽宁卫视HD,http://39.134.176.151/PLTV/88888888/224/3221226148/index.m3u8?icpid=88888888&from=0&hms_devid=269,375&online=1545619141
山东卫视HD,http://117.148.187.92/PLTV/88888888/224/3221226587/index.m3u8?icpid=88888888&from=0&hms_devid=269,330&online=1545618945
深圳卫视HD,http://117.148.187.100/PLTV/88888888/224/3221226486/index.m3u8?icpid=88888888&from=0&hms_devid=269,329&online=1545618906
深圳卫视HD,http://117.148.187.88/PLTV/88888888/224/3221226543/index.m3u8?icpid=88888888&from=0&hms_devid=269,325&online=1545618925
天津卫视HD,http://117.148.187.88/PLTV/88888888/224/3221226488/index.m3u8?icpid=88888888&from=0&hms_devid=269,325&online=1545618908
无台标HD,http://117.148.187.80/PLTV/88888888/224/3221226181/index.m3u8?icpid=88888888&from=0&hms_devid=269,328&online=1545618718
无台标HD,http://117.148.187.101/PLTV/88888888/224/3221226360/index.m3u8?icpid=88888888&from=0&hms_devid=269,329&online=1545618853
无台标HD,http://117.148.187.94/PLTV/88888888/224/3221226479/index.m3u8?icpid=88888888&from=0&hms_devid=269,312&online=1545618903
无台标HD,http://117.148.187.101/PLTV/88888888/224/3221226481/index.m3u8?icpid=88888888&from=0&hms_devid=269,329&online=1545618905
无台标电影HD,http://117.148.187.37/PLTV/88888888/224/3221226176/index.m3u8
无台标电影HD,http://117.148.187.37/PLTV/88888888/224/3221226245/index.m3u8
无台标动画HD,http://117.148.187.37/PLTV/88888888/224/3221226178/index.m3u8
无台标记录HD,http://117.148.187.37/PLTV/88888888/224/3221226179/index.m3u8
浙江卫视HD,http://117.148.187.100/PLTV/88888888/224/3221226474/index.m3u8?icpid=88888888&from=0&hms_devid=269,329&online=1545618900
重庆卫视HD,http://117.148.187.37/PLTV/88888888/224/3221226217/index.m3u8
千岛湖,http://117.149.128.187/PLTV/88888888/224/3221226629/index.m3u8?icpid=88888888&from=0&hms_devid=269,1370&prioritypopid=5&online=1545618955
武林广场探头,http://117.148.187.86/PLTV/88888888/224/3221226623/index.m3u8?icpid=88888888&from=0&hms_devid=269,324&online=1545618952
CCTV-1,http://117.148.187.83/PLTV/88888888/224/3221226595/index.m3u8?icpid=88888888&from=0&hms_devid=269,317&online=1545618947
CCTV-2,http://39.134.176.156/PLTV/88888888/224/3221226593/index.m3u8?icpid=88888888&from=0&hms_devid=269,374&online=1545618943
CCTV-7,http://117.148.187.77/PLTV/88888888/224/3221226607/index.m3u8?icpid=88888888&from=0&hms_devid=269,308&online=1545618948
CCTV-9,http://117.148.187.79/PLTV/88888888/224/3221226609/index.m3u8?icpid=88888888&from=0&hms_devid=269,309&online=1545618950
CCTV-10,http://39.134.176.156/PLTV/88888888/224/3221226498/index.m3u8?icpid=88888888&from=0&hms_devid=269,374&online=1545618913
CCTV-11,http://39.134.176.152/PLTV/88888888/224/3221226219/index.m3u8?icpid=88888888&from=0&hms_devid=269,377&online=1545618733
CCTV-11,http://117.148.187.88/PLTV/88888888/224/3221226554/index.m3u8?icpid=88888888&from=0&hms_devid=269,325&online=1545618929
CCTV-12,http://117.148.187.76/PLTV/88888888/224/3221226520/index.m3u8?icpid=88888888&from=0&hms_devid=269,308&online=1545618920
CCTV-13,http://117.148.187.37/PLTV/88888888/224/3221226193/index.m3u8
CCTV-13,http://117.148.187.77/PLTV/88888888/224/3221226417/index.m3u8?icpid=88888888&from=0&hms_devid=269,308&online=1545618879
CCTV-14,http://117.148.187.76/PLTV/88888888/224/3221226508/index.m3u8?icpid=88888888&from=0&hms_devid=269,308&online=1545618918
CCTV-15,http://117.148.187.37/PLTV/88888888/224/3221226112/index.m3u8
CCTV-15,http://117.148.187.75/PLTV/88888888/224/3221226556/index.m3u8?icpid=88888888&from=0&hms_devid=269,326&online=1545618929
CCTV-15,http://117.148.187.81/PLTV/88888888/224/3221226645/index.m3u8?icpid=88888888&from=0&hms_devid=269,328&online=1545618963
CCTV高尔夫网球,http://39.134.176.157/PLTV/88888888/224/3221226404/index.m3u8?icpid=88888888&from=0&hms_devid=269,374&online=1545618870
CETV-1,http://117.148.187.110/PLTV/88888888/224/3221226132/index.m3u8?icpid=88888888&from=0&hms_devid=269,311&online=1545618695
CGTN英语,http://117.148.187.37/PLTV/88888888/224/3221226235/index.m3u8
CGTN英语,http://117.148.187.113/PLTV/88888888/224/3221226314/index.m3u8?icpid=88888888&from=0&hms_devid=269,307&online=1545618808
N爱情喜剧,http://117.148.187.75/PLTV/88888888/224/3221226501/index.m3u8?icpid=88888888&from=0&hms_devid=269,326&online=1545618914
N爱情喜剧,http://117.148.187.64/PLTV/88888888/224/3221226660/index.m3u8?icpid=88888888&from=0&hms_devid=269,313&online=1545618970
N潮妈辣婆,http://117.148.187.97/PLTV/88888888/224/3221226376/index.m3u8?icpid=88888888&from=0&hms_devid=269,315&online=1545618860
N电竞,http://117.148.187.37/PLTV/88888888/224/3221226388/index.m3u8
N电竞,http://111.0.93.33/PLTV/88888888/224/3221226636/index.m3u8?icpid=88888888&from=0&online=1545618961&hms_devid=269,555,556,148&prioritypopid=5
N动画王国,http://117.148.187.115/PLTV/88888888/224/3221226503/index.m3u8?icpid=88888888&from=0&hms_devid=269,321&online=1545618915
N动画王国,http://117.148.187.69/PLTV/88888888/224/3221226654/index.m3u8?icpid=88888888&from=0&hms_devid=269,320&online=1545618967
N动作电影,http://117.148.187.95/PLTV/88888888/224/3221226747/index.m3u8?icpid=88888888&from=0&hms_devid=269,312&online=1545619017
N古装剧场,http://117.148.187.106/PLTV/88888888/224/3221226753/index.m3u8?icpid=88888888&from=0&hms_devid=269,323&online=1545619018
N家庭剧场,http://117.148.187.95/PLTV/88888888/224/3221226382/index.m3u8?icpid=88888888&from=0&hms_devid=269,312&online=1545618862
N家庭剧场,http://117.148.187.87/PLTV/88888888/224/3221226642/index.m3u8?icpid=88888888&from=0&hms_devid=269,324&online=1545618962
N健康有约,http://117.148.187.76/PLTV/88888888/224/3221226384/index.m3u8?icpid=88888888&from=0&hms_devid=269,308&online=1545618863
N惊悚悬疑,http://117.148.187.72/PLTV/88888888/224/3221226517/index.m3u8?icpid=88888888&from=0&hms_devid=269,318&online=1545618920
N惊悚悬疑,http://117.148.187.37/PLTV/88888888/224/3221226656/index.m3u8
N精品大剧,http://117.148.187.66/PLTV/88888888/224/3221226392/index.m3u8?icpid=88888888&from=0&hms_devid=269,327&online=1545618866
N精品电影,http://117.148.187.90/PLTV/88888888/224/3221226755/index.m3u8?icpid=88888888&from=0&hms_devid=269,322&online=1545619019
N精品记录,http://117.148.187.115/PLTV/88888888/224/3221226523/index.m3u8?icpid=88888888&from=0&hms_devid=269,321&online=1545618921
N精品体育,http://117.148.187.37/PLTV/88888888/224/3221226525/index.m3u8
N军旅剧场,http://117.148.187.102/PLTV/88888888/224/3221226398/index.m3u8?icpid=88888888&from=0&hms_devid=269,310&online=1545618868
N军旅剧场,http://117.148.187.79/PLTV/88888888/224/3221226682/index.m3u8?icpid=88888888&from=0&hms_devid=269,309&online=1545618982
N军事评论,http://117.148.187.81/PLTV/88888888/224/3221226658/index.m3u8?icpid=88888888&from=0&hms_devid=269,328&online=1545618969
N明星大片,http://117.148.187.97/PLTV/88888888/224/3221226394/index.m3u8?icpid=88888888&from=0&hms_devid=269,315&online=1545618867
N农业致富,http://117.148.187.72/PLTV/88888888/224/3221226519/index.m3u8?icpid=88888888&from=0&hms_devid=269,318&online=1545618920
N炫舞未来,http://117.148.187.64/PLTV/88888888/224/3221226631/index.m3u8?icpid=88888888&from=0&hms_devid=269,313&online=1545618955
N中国功夫,http://117.148.187.37/PLTV/88888888/224/3221226386/index.m3u8
安徽卫视,http://39.134.176.156/PLTV/88888888/224/3221226611/index.m3u8?icpid=88888888&from=0&hms_devid=269,374&online=1545618948
北京卫视,http://117.148.187.109/PLTV/88888888/224/3221226518/index.m3u8?icpid=88888888&from=0&hms_devid=269,306&online=1545618920
兵团卫视,http://117.148.187.37/PLTV/88888888/224/3221226186/index.m3u8
电竞世界,http://117.148.187.73/PLTV/88888888/224/3221226598/index.m3u8?icpid=88888888&from=0&hms_devid=269,318&online=1545618945
东方卫视,http://117.148.178.19/PLTV/88888888/224/3221226621/index.m3u8?icpid=88888888&from=0&hms_devid=269,166&prioritypopid=5&online=1545618950
东南卫视,http://117.148.187.37/PLTV/88888888/224/3221226134/index.m3u8
风尚购物,http://117.148.187.95/PLTV/88888888/224/3221226505/index.m3u8?icpid=88888888&from=0&hms_devid=269,312&online=1545618921
富春江,http://117.148.187.76/PLTV/88888888/224/3221226532/index.m3u8?icpid=88888888&from=0&hms_devid=269,308&online=1545618923
甘肃卫视,http://117.148.187.37/PLTV/88888888/224/3221226187/index.m3u8
广东卫视,http://117.148.187.79/PLTV/88888888/224/3221226510/index.m3u8?icpid=88888888&from=0&hms_devid=269,309&online=1545618919
广西卫视,http://117.148.187.37/PLTV/88888888/224/3221226211/index.m3u8
贵州卫视,http://39.134.176.151/PLTV/88888888/224/3221226146/index.m3u8?icpid=88888888&from=0&hms_devid=269,375&online=1545618699
杭州综合,http://117.148.187.37/PLTV/88888888/224/3221226170/index.m3u8
杭州明珠,http://117.148.187.81/PLTV/88888888/224/3221226212/index.m3u8?icpid=88888888&from=0&hms_devid=269,328&online=1545618729
杭州-3,http://117.148.187.100/PLTV/88888888/224/3221226477/index.m3u8?icpid=88888888&from=0&hms_devid=269,329&online=1545618905
杭州-4,http://117.148.187.109/PLTV/88888888/224/3221226362/index.m3u8?icpid=88888888&from=0&hms_devid=269,306&online=1545618853
杭州-5,http://117.148.187.103/PLTV/88888888/224/3221226354/index.m3u8?icpid=88888888&from=0&hms_devid=269,310&online=1545618849
杭州-6,http://117.148.187.109/PLTV/88888888/224/3221226352/index.m3u8?icpid=88888888&from=0&hms_devid=269,306&online=1545618848
杭州房产,http://117.148.187.95/PLTV/88888888/224/3221226356/index.m3u8?icpid=88888888&from=0&hms_devid=269,312&online=1545618850
河北卫视,http://117.148.187.37/PLTV/88888888/224/3221226110/index.m3u8
河南卫视,http://39.134.176.151/PLTV/88888888/224/3221226130/index.m3u8?icpid=88888888&from=0&hms_devid=269,375&online=1545619137
湖北卫视,http://39.134.176.157/PLTV/88888888/224/3221226512/index.m3u8?icpid=88888888&from=0&hms_devid=269,374&online=1545618919
湖南卫视,http://117.148.187.108/PLTV/88888888/224/3221226615/index.m3u8?icpid=88888888&from=0&ocs=2_117.148.187.108_80&hms_devid=269,306&online=1545618949
吉林卫视,http://117.148.187.92/PLTV/88888888/224/3221226158/index.m3u8?icpid=88888888&from=0&hms_devid=269,330&online=1545618708
家有购物,http://117.148.187.69/PLTV/88888888/224/3221226509/index.m3u8?icpid=88888888&from=0&hms_devid=269,320&online=1545618918
嘉佳卡通,http://117.148.187.77/PLTV/88888888/224/3221226461/index.m3u8?icpid=88888888&from=0&hms_devid=269,308&online=1545618898
江苏卫视,http://39.134.176.156/PLTV/88888888/224/3221226522/index.m3u8?icpid=88888888&from=0&hms_devid=269,374&online=1545618921
江西卫视,http://39.134.176.156/PLTV/88888888/224/3221226617/index.m3u8?icpid=88888888&from=0&hms_devid=269,374&online=1545618950
金鹰卡通,http://117.148.187.37/PLTV/88888888/224/3221226190/index.m3u8
卡酷少儿,http://39.134.176.150/PLTV/88888888/224/3221226184/index.m3u8?icpid=88888888&from=0&hms_devid=269,375&online=1545618714
辽宁卫视,http://117.148.187.113/PLTV/88888888/224/3221226514/index.m3u8?icpid=88888888&from=0&hms_devid=269,307&online=1545618919
旅游卫视,http://117.148.187.37/PLTV/88888888/224/3221226116/index.m3u8
内蒙古卫视,http://117.148.187.37/PLTV/88888888/224/3221226174/index.m3u8
青海卫视,http://117.148.187.37/PLTV/88888888/224/3221226191/index.m3u8
山东教育,http://117.148.187.86/PLTV/88888888/224/3221226390/index.m3u8?icpid=88888888&from=0&hms_devid=269,324&online=1545618866
山东教育,http://117.148.187.82/PLTV/88888888/224/3221226652/index.m3u8?icpid=88888888&from=0&hms_devid=269,317&online=1545618966
山西卫视,http://117.148.187.37/PLTV/88888888/224/3221226114/index.m3u8
陕西卫视,http://117.148.187.93/PLTV/88888888/224/3221226177/index.m3u8?icpid=88888888&from=0&hms_devid=269,330&online=1545618714
四川卫视,http://117.148.187.37/PLTV/88888888/224/3221226215/index.m3u8
四海钓鱼,http://117.148.187.112/PLTV/88888888/224/3221226533/index.m3u8?icpid=88888888&from=0&hms_devid=269,307&online=1545618923
天津卫视,http://117.148.187.113/PLTV/88888888/224/3221226516/index.m3u8?icpid=88888888&from=0&hms_devid=269,307&online=1545618924
无台标综艺,http://117.148.187.37/PLTV/88888888/224/3221226120/index.m3u8
西藏卫视,http://117.148.187.74/PLTV/88888888/224/3221226160/index.m3u8?icpid=88888888&from=0&hms_devid=269,326&online=1545618705
西湖探头,http://117.148.187.96/PLTV/88888888/224/3221226526/index.m3u8?icpid=88888888&from=0&hms_devid=269,315&online=1545618922
西湖直播,http://117.148.187.12/PLTV/88888888/224/3221226534/index.m3u8?icpid=88888888&from=0&hms_devid=269,304&prioritypopid=5&online=1545618923
西湖直播,http://117.148.187.77/PLTV/88888888/224/3221226536/index.m3u8?icpid=88888888&from=0&hms_devid=269,308&online=1545618927
西溪湿地,http://117.148.187.78/PLTV/88888888/224/3221226528/index.m3u8?icpid=88888888&from=0&hms_devid=269,309&online=1545618922
新疆卫视,http://117.148.187.107/PLTV/88888888/224/3221226124/index.m3u8?icpid=88888888&from=0&hms_devid=269,323&online=1545618693
炫动卡通,http://117.148.187.97/PLTV/88888888/224/3221226513/index.m3u8?icpid=88888888&from=0&hms_devid=269,315&online=1545618919
移动宣传,http://117.148.187.110/PLTV/88888888/224/3221226700/index.m3u8?icpid=88888888&from=0&hms_devid=269,311&online=1545618987
优漫卡通,http://117.148.187.37/PLTV/88888888/224/3221226172/index.m3u8
云南卫视,http://117.148.187.37/PLTV/88888888/224/3221226241/index.m3u8
浙江公共新闻,http://117.148.187.78/PLTV/88888888/224/3221226324/index.m3u8?icpid=88888888&from=0&hms_devid=269,309&online=1545618822
浙江教育,http://117.148.187.37/PLTV/88888888/224/3221226118/index.m3u8
浙江经济生活,http://117.148.187.66/PLTV/88888888/224/3221226423/index.m3u8?icpid=88888888&from=0&hms_devid=269,327&online=1545618880
浙江民生-6,http://117.148.187.109/PLTV/88888888/224/3221226237/index.m3u8?icpid=88888888&from=0&hms_devid=269,306&online=1545618748
浙江钱江频道,http://117.148.187.106/PLTV/88888888/224/3221226275/index.m3u8?icpid=88888888&from=0&hms_devid=269,323&online=1545619169
浙江少儿,http://117.148.187.37/PLTV/88888888/224/3221226251/index.m3u8
浙江数码时代,http://117.148.187.94/PLTV/88888888/224/3221226638/index.m3u8?icpid=88888888&from=0&hms_devid=269,312&online=1545618961
浙江卫视,http://39.134.176.156/PLTV/88888888/224/3221226619/index.m3u8?icpid=88888888&from=0&hms_devid=269,374&online=1545618950
浙江影视娱乐,http://117.148.187.66/PLTV/88888888/224/3221226273/index.m3u8?icpid=88888888&from=0&hms_devid=269,327&online=1545618775
重庆卫视,http://117.148.187.55/PLTV/88888888/224/3221226605/index.m3u8?icpid=88888888&from=0&hms_devid=269,273&prioritypopid=5&online=1545618947
江苏蓝光,#genre#
CCTV-1FHD,http://223.110.241.131:6610/jsyd/live1/G_CCTV-1-MD/G_CCTV-1-MD/
CCTV-2FHD,http://223.110.241.131:6610/jsyd/live1/G_CCTV-2-MD/G_CCTV-2-MD/
CCTV-3FHD,http://223.110.241.131:6610/jsyd/live1/G_CCTV-3-MD/G_CCTV-3-MD/
CCTV-4FHD,http://223.110.241.131:6610/jsyd/live1/G_CCTV-4-MD/G_CCTV-4-MD/
CCTV-5FHD,http://223.110.241.131:6610/gitv/live1/G_CCTV-5-MD/G_CCTV-5-MD/
CCTV-5+FHD,http://223.110.241.131:6610/jsyd/live1/G_CCTV-5PLUS-MD/G_CCTV-5PLUS-MD/
CCTV-6FHD,http://223.110.241.131:6610/jsyd/live1/G_CCTV-6-MD/G_CCTV-6-MD/
CCTV-7FHD,http://223.110.241.131:6610/cntv/live1/HD-12000k-1080P-cctv7/1.m3u8
CCTV-8FHD,http://223.110.241.131:6610/jsyd/live1/G_CCTV-8-MD/G_CCTV-8-MD/
CCTV-1HD,http://223.110.243.138/PLTV/1/224/3221227467/index.m3u8
CCTV-1HD,http://223.110.245.138/PLTV/1/224/3221227467/index.m3u8
CCTV-2HD,http://223.110.243.135/PLTV/1/224/3221227543/index.m3u8
CCTV-2HD,http://183.207.249.36/PLTV/1/224/3221227543/index.m3u8
CCTV-3HD,http://223.110.245.136/PLTV/1/224/3221227546/index.m3u8
CCTV-4HD,http://223.110.245.138/PLTV/1/224/3221227549/index.m3u8
CCTV-5HD,http://223.110.243.136/PLTV/4/224/3221227537/index.m3u8
CCTV-5HD,http://183.207.249.34/PLTV/4/224/3221227537/index.m3u8
CCTV-5+HD,http://223.110.243.136/PLTV/1/224/3221227502/index.m3u8
CCTV-5+HD,http://223.110.245.168/PLTV/1/224/3221227502/index.m3u8
CCTV-6HD,http://223.110.243.138/PLTV/1/224/3221227505/index.m3u8
CCTV-6HD,http://223.110.245.135/PLTV/1/224/3221227505/index.m3u8
CCTV-7HD,http://223.110.243.168/PLTV/3/224/3221227493/index.m3u8
CCTV-8HD,http://223.110.243.135/PLTV/1/224/3221227473/index.m3u8
广东卫视HD,http://223.110.245.172/PLTV/1/224/3221227476/index.m3u8
广东卫视HD,http://223.110.245.134/PLTV/1/224/3221227476/index.m3u8
湖北卫视HD,http://223.110.243.168/PLTV/1/224/3221227479/index.m3u8
湖北卫视HD,http://223.110.243.170/PLTV/1/224/3221227479/index.m3u8
湖北卫视HD,http://223.110.245.168/PLTV/1/224/3221227479/index.m3u8
湖北卫视HD,http://223.110.245.172/PLTV/1/224/3221227479/index.m3u8
湖南卫视HD,http://223.110.243.170/PLTV/1/224/3221227482/index.m3u8
湖南卫视HD,http://223.110.243.172/PLTV/1/224/3221227482/index.m3u8
湖南卫视HD,http://223.110.245.135/PLTV/1/224/3221227482/index.m3u8
湖南卫视HD,http://223.110.245.169/PLTV/1/224/3221227482/index.m3u8
天津卫视HD,http://223.110.243.135/PLTV/1/224/3221227488/index.m3u8
浙江卫视HD,http://223.110.245.136/PLTV/1/224/3221227491/index.m3u8
北京卫视HD,http://223.110.243.170/PLTV/1/224/3221227508/index.m3u8
北京卫视HD,http://223.110.245.134/PLTV/1/224/3221227508/index.m3u8
东方卫视HD,http://223.110.245.134/PLTV/1/224/3221227511/index.m3u8
东方卫视HD,http://223.110.245.136/PLTV/1/224/3221227511/index.m3u8
黑龙江卫视HD,http://223.110.243.136/PLTV/1/224/3221227514/index.m3u8
黑龙江卫视HD,http://223.110.245.134/PLTV/1/224/3221227514/index.m3u8
黑龙江卫视HD,http://223.110.245.138/PLTV/1/224/3221227514/index.m3u8
山东卫视HD,http://223.110.243.170/PLTV/1/224/3221227517/index.m3u8
江苏卫视HD,http://223.110.243.172/PLTV/1/224/3221227552/index.m3u8
深圳卫视HD,http://223.110.243.138/PLTV/1/224/3221227555/index.m3u8
安徽卫视HD,http://223.110.245.172/PLTV/1/224/3221227558/index.m3u8
辽宁卫视HD,http://183.207.249.8/PLTV/1/224/3221227485/index.m3u8
江苏移动,#genre#
CCTV-1高清,http://183.207.249.9/PLTV/3/224/3221225530/1.m3u8
CCTV-3高清,http://183.207.249.9/PLTV/3/224/3221225588/1.m3u8
CCTV-4,http://183.207.249.9/PLTV/3/224/3221225534/index.m3u8
CCTV-5+高清,http://183.207.249.9/PLTV/3/224/3221225604/index.m3u8
CCTV-6高清,http://183.207.249.9/PLTV/3/224/3221225548/1.m3u8
CCTV-7高清,http://183.207.249.9/PLTV/3/224/3221225546/1.m3u8
CCTV-9高清,http://183.207.249.6/PLTV/3/224/3221225532/1.m3u8
CCTV-10高清,http://183.207.249.9/PLTV/3/224/3221225550/index.m3u8
CCTV-11,http://183.207.249.9/PLTV/3/224/3221225552/index.m3u8
CCTV-12高清,http://183.207.249.9/PLTV/3/224/3221225556/index.m3u8
CCTV-13,http://183.207.249.9/PLTV/3/224/3221225560/index.m3u8,tvming-CCTVNEWS
CCTV-15,http://183.207.249.9/PLTV/3/224/3221225568/index.m3u8,tvming-CCTVMusic
CETV-1,http://183.207.249.6/PLTV/3/224/3221225622/index.m3u8
NewTV欢聚盛典,http://183.207.249.9/PLTV/3/224/3221225559/index.m3u8
NewTV爱情喜剧,http://183.207.249.6/PLTV/3/224/3221225525/index.m3u8
NewTV古装剧场,http://183.207.249.9/PLTV/3/224/3221225527/index.m3u8
NewTV军旅剧场,http://183.207.249.9/PLTV/3/224/3221225531/index.m3u8
NewTV海外剧场,http://183.207.249.9/PLTV/3/224/3221225547/index.m3u8
NewTV惊悚悬疑,http://183.207.249.7/PLTV/3/224/3221225561/index.m3u8
NewTV动作电影,http://183.207.249.9/PLTV/3/224/3221225529/index.m3u8
NewTV精品大剧,http://183.207.249.9/PLTV/3/224/3221225569/index.m3u8
NewTV贺岁燃剧,http://183.207.249.9/PLTV/3/224/3221225549/index.m3u8
NewTV荧屏贺岁,http://183.207.249.9/PLTV/3/224/3221225535/index.m3u8
NewTV军事评论,http://183.207.249.9/PLTV/3/224/3221225533/index.m3u8
NewTV焕新万象,http://183.207.249.9/PLTV/3/224/3221225557/index.m3u8
NewTV农业致富,http://183.207.249.7/PLTV/3/224/3221225537/index.m3u8
Newtv健康有约,http://183.207.249.9/PLTV/3/224/3221225545/index.m3u8
Newtv完美游戏,http://183.207.249.7/PLTV/3/224/3221225539/index.m3u8
Newtv精品体育,http://183.207.249.7/PLTV/3/224/3221225543/index.m3u8
Newtv动画王国,http://183.207.249.7/PLTV/3/224/3221225555/index.m3u8
卡酷少儿,http://183.207.249.9/PLTV/3/224/3221225616/index.m3u8
金鹰卡通,http://183.207.249.9/PLTV/3/224/3221225620/index.m3u8
哈哈炫动,http://183.207.249.9/PLTV/3/224/3221225694/index.m3u8
四川卫视,http://183.207.249.9/PLTV/3/224/3221225570/index.m3u8,tvming-SiChuanTV
山西卫视,http://183.207.249.6/PLTV/3/224/3221225576/index.m3u8,tvming-Shan1XiTV
青海卫视,http://183.207.249.6/PLTV/3/224/3221225580/index.m3u8,tvming-QingHaiTV
山东卫视高清,http://183.207.249.6/PLTV/3/224/3221225586/index.m3u8,tvming-ShanDongTV
